,names,menu,loc,review_num,avg_score
5786,쿡스테이크하우스,"스테이크,립","서울특별시 동작구 만양로14다길 4, 지상1층 (노량진동)",2건,0.8
5796,신전떡볶이대방점,분식,"서울특별시 동작구 등용로 64-1, 지상1층 (대방동)",0건,1.0
5806,대현포차,"매운탕,해물탕","서울특별시 동작구 양녕로 190, 지하1층 (상도동)",2건,0.75
5810,오가네곱창,"곱창,막창,양","서울특별시 동작구 사당로 247-1, 1층 (사당동)",0건,0.9
5820,커피온리 숭실대점,카페,서울특별시 동작구 사당로 20 (상도동),0건,0.9
5830,동화회집,생선회,"서울특별시 동작구 동작대로31길 35, 1층 (사당동)",0건,0.9
5840,정선메밀고을,한식,"서울특별시 동작구 양녕로26길 63, 2층 (상도동)",0건,1.0
5850,바야흐로(bayaheuro),요리주점,"서울특별시 동작구 현충로 102, 지상층 (흑석동)",0건,0.9
5860,두루33,"육류,고기요리","서울특별시 동작구 여의대방로22아길 2, 지상1층 (신대방동)",21건,1.0
5870,신룽푸마라탕 중앙대점,신룽푸마라탕,"서울특별시 동작구 흑석로 81, 지상2층 (흑석동)",0건,0.8
5880,여수회관,생선회,"서울특별시 동작구 노들로 674, 지상2층 (노량진동, 구내식당)",10건,0.5
5890,오뚜기마당,종합분식,"서울특별시 동작구 상도로22길 6, 지상1층 (상도동)",2건,1.0
5897,담소소사골순대사당점,"순대,순댓국","서울특별시 동작구 동작대로7길 95, 지상1층 (사당동)",1건,0.9
5907,가네끼스시,일식당,"서울특별시 동작구 보라매로5가길 16, 208호 (신대방동)",1건,1.0
5917,어촌마을,"아귀찜,해물찜","서울특별시 동작구 서달로15길 23, 2층 (흑석동)",5건,1.0
5920,이고집쭈꾸미,주꾸미요리,"서울특별시 동작구 보라매로 105, 지상1층 (신대방동)",1건,0.5
5930,프라이밋(PRIMEAT),양식,"서울특별시 동작구 상도로37길 42, 지상1층 (상도1동)",0건,1.0
5940,톰스키친,"스파게티,파스타전문","서울특별시 동작구 서달로14라길 8, 1층 (흑석동)",1건,1.0
5950,새우네집,"해물,생선요리","서울특별시 동작구 등용로14길 68, 지상1층 (노량진동)",246건,0.9
5960,비에이치씨(BHC) 신대방스타점,"치킨,닭강정","서울특별시 동작구 보라매로 84, 지상1층 (신대방동)",0건,0.8
5970,터널돼지갈비,"육류,고기요리","서울특별시 동작구 양녕로 247-1, 지상1층 (상도1동)",1건,0.9
5980,참치명가,생선회,"서울특별시 동작구 대림로 55, 1층 (신대방동)",0건,1.0
5984,명랑핫도그 노량진점,핫도그,"서울특별시 동작구 노량진로16길 10, 지상1층 (노량진동)",0건,0.7
5994,잔칫날,한식,"서울특별시 동작구 현충로 131, 지하3층 (흑석동)",4건,1.0
5995,양계장집아들 이수역점,"치킨,닭강정","서울특별시 동작구 동작대로29가길 11, 1층 (사당동)",0건,1.0
6005,내가찜한닭(숭실대점),찜닭,"서울특별시 동작구 사당로 18-1, 2층 (상도동)",0건,1.0
6015,용호동낙지 이수역점,낙지요리,"서울특별시 동작구 동작대로27길 12, 2층 (사당동)",0건,0.8
6025,팔팔구(889),"육류,고기요리","서울특별시 동작구 상도로61길 4, 지하1층 (상도동)",0건,0.8
6035,덤덤피자,피자,"서울특별시 동작구 사당로20길 45, 1층 (사당동)",1건,1.0
6045,처갓집양념치킨 신대방점,"치킨,닭강정","서울특별시 동작구 여의대방로24길 77, 1층 (대방동)",0건,0.9
6055,베이커즈원,카페,"서울특별시 동작구 현충로 131, 지하2층 (흑석동, 블루스톤스포츠)",0건,1.0
6065,스시사구,"초밥,롤","서울특별시 동작구 사당로 279, 1층 (사당동)",4건,0.9
6075,맛이담긴항아리,"찌개,전골","서울특별시 동작구 동작대로17길 5, 에이동 1층 106호, 107호 (사당동)",8건,0.9
6085,라시에스타,이탈리아음식,"서울특별시 동작구 동작대로 21, 6층 (사당동, 양지빌딩)",4건,0.9
6105,천잔,이자카야,"서울특별시 동작구 동작대로7길 49, 1층 (사당동)",3건,0.9
6115,노가리학교,"맥주,호프","서울특별시 동작구 동작대로1길 49, 1층 (사당동)",4건,0.8
6125,참소예,주꾸미요리,"서울특별시 동작구 동작대로27다길 20, 지하1층, 1층 (사당동)",12건,0.95
6145,추억과김밥,종합분식,"서울특별시 동작구 상도로61길 72, 지하1층 B102호 (상도동)",56건,1.0
6155,쉼표(숭실대점),만화방,"서울특별시 동작구 사당로 4, 3층 (상도동)",0건,0.9
6165,천냥노가리,"맥주,호프","서울특별시 동작구 상도로47길 17, 1층 (상도1동)",0건,1.0
6175,차이싱,중식당,"서울특별시 동작구 장승배기로11가길 11, 상가동 지하1층 201호 (상도동, 상도파크자이)",0건,0.8
6185,오징어야,생선회,"서울특별시 동작구 만양로16길 34, 1층 (노량진동)",0건,0.7
6195,순남시래기,"백반,가정식","서울특별시 동작구 보라매로3길 29, 상가동 2층 44, 45호 (신대방동, 해태보라매타워)",2건,1.0
6205,에스티이사사,카페,"서울특별시 동작구 사당로 244, 1층 (사당동)",0건,1.0
6215,피자쏭,피자,"서울특별시 동작구 국사봉1길 95, 1층 (상도동)",0건,0.9
6225,동강영양탕,"사철,영양탕","서울특별시 동작구 성대로2길 10, 지하1층 (상도동)",0건,0.8888888888888888
6234,호요,이자카야,"서울특별시 동작구 동작대로13길 6-7, 1층 (사당동)",10건,1.0
6244,아쯔다무라,일식당,"서울특별시 동작구 상도로 376, 지하1층 (상도동)",1건,0.7
6254,소반,갈비탕,"서울특별시 동작구 신대방길 56, 나동 1층 (신대방동)",31건,0.8
6264,놀포차,포장마차,"서울특별시 동작구 장승배기로28길 39, 1층 (노량진동)",0건,1.0
6277,치킨더홈,"치킨,닭강정","서울특별시 동작구 만양로 84, 1층 124호 (노량진동, 삼익주상복합아파트상가)",0건,0.9
6287,한양옛날통닭,"치킨,닭강정","서울특별시 동작구 상도로 154, 2층 (상도동)",0건,1.0
6297,우리도한번잘구워보세 중앙대후문점,돼지고기구이,"서울특별시 동작구 흑석로 19, 1층 (상도1동)",3건,0.9
6307,사부작,포장마차,"서울특별시 동작구 국사봉1길 4, 2층 (상도동)",26건,0.9
6317,부에노떡볶이 동작점,종합분식,"서울특별시 동작구 노량진로6길 42, 1층 (노량진동)",0건,1.0
6323,갈릴리바닷가재전문점,바닷가재요리,"서울특별시 동작구 동작대로1길 9-1, 3층 (사당동, 외 1필지)",0건,1.0
6325,참숯옛맛서울불고기,"육류,고기요리","서울특별시 동작구 노량진로 204, 1층 (노량진동)",0건,0.9
6335,꿀마니,가공식품,"서울특별시 동작구 상도로67길 17, 지하1층, 1층 (상도동)",0건,1.0
6345,오푼(Opoon),양식,"서울특별시 동작구 상도로22길 10, 1층 (상도동)",0건,0.9
6355,청춘포차,"맥주,호프","서울특별시 동작구 성대로29길 67, 1층 (상도동)",0건,1.0
6360,지코바 대방1호점,"치킨,닭강정","서울특별시 동작구 상도로 45, 1층 (대방동)",0건,1.0
6361,광명수산,생선회,"서울특별시 동작구 동작대로29가길 5, 1층 (사당동)",0건,1.0
6371,낭만옵빠,"오뎅,꼬치","서울특별시 동작구 동작대로7길 92, 1층 (사당동)",0건,1.0
6381,커피파니,카페,"서울특별시 동작구 사당로22가길 16, 1층 (사당동)",2건,0.8571428571428571
6388,생활맥주 장승배기역점,"맥주,호프","서울특별시 동작구 상도로15길 131, 지하1층 B108호 (상도동)",0건,0.9
6398,후라이드참잘하는집 방배점,"치킨,닭강정","서울특별시 동작구 동작대로35길 75, 2층 (사당동)",1건,1.0
6404,소백양훠궈샤브,샤브샤브,"서울특별시 동작구 동작대로29길 8, 2층 (사당동)",0건,0.8
6414,농실가,"육류,고기요리","서울특별시 동작구 상도로 142, 2층 (상도동)",1건,0.4
6424,동경야네,일식당,"서울특별시 동작구 상도로61가길 2, 1층 (상도동)",0건,0.8
6434,면부심 대방점,"스파게티,파스타전문","서울특별시 동작구 등용로 104-1, 1층 (대방동)",0건,1.0
6444,장수아귀찜,한식,"서울특별시 동작구 등용로14길 71, 1층 (노량진동)",0건,0.875
6452,김떡분식,종합분식,"서울특별시 동작구 여의대방로 256, 상가동 1층 109호, 110호 (대방동, 성원아파트)",4건,0.7
6462,배반장동작점,돼지고기구이,"서울특별시 동작구 등용로14길 30, 상가동 1층 104호 (대방동, 신한토탈아파트)",0건,0.9
6472,바야흐로,요리주점,"서울특별시 동작구 서달로10길 12, 1층 (흑석동)",84건,0.9
6482,피맥,피자,"서울특별시 동작구 여의대방로24길 131, 지하1층 (대방동)",11건,0.8
6492,마이트커피,"카페,디저트","서울특별시 동작구 사당로 159, 1층 (사당동)",1건,1.0
6502,갈비연구소,한식,"서울특별시 동작구 동작대로23길 10, 1층 (사당동)",35건,0.8
6512,소라네김밥,김밥,"서울특별시 동작구 노량진로16길 27, 1층 (노량진동)",8건,1.0
6522,길동우동집,"우동,소바","서울특별시 동작구 보라매로3길 29, 지하1층 43,44,47,48호 (신대방동, 해태보라매타워)",9건,0.7
6532,월하당,"카페,디저트","서울특별시 동작구 사당로8길 32, 1층 (사당동)",0건,1.0
6542,태황소,"곱창,막창,양","서울특별시 동작구 동작대로7길 93, 1층 (사당동)",0건,1.0
6552,롤러와(Roll러와),김밥,"서울특별시 동작구 노량진로18길 37, 1층 3호,4호 (본동)",0건,0.8
6562,점핑박사,"키즈카페,실내놀이터","서울특별시 동작구 상도로 233, 2층 (상도동)",5건,1.0
6567,유유초밥,"초밥,롤","서울특별시 동작구 서달로 151, 1층 (흑석동)",2건,1.0
6577,꼬꼬꼬꼬치킨 신대방점,"치킨,닭강정","서울특별시 동작구 신대방길 108, 1층 (신대방동)",0건,0.8
6587,감나무골,"곱창,막창,양","서울특별시 동작구 양녕로22가길 67, 1층 (상도동)",1건,1.0
6595,유프,"카페,디저트","서울특별시 동작구 흑석로 27, 지하1층 (상도동)",1건,1.0
6605,응급실국물떡볶이 숭실대점,분식,"서울특별시 동작구 상도로37길 64, 1층 102호 (상도동)",0건,0.9
6615,뉴욕야시장,"맥주,호프","서울특별시 동작구 동작대로27가길 14, 2층 (사당동)",1건,0.7
6635,홍당무,종합분식,"서울특별시 동작구 흑석로 84, 중앙대학교 102관 약학대학 R&D센터 지하1층 B113-2호 (흑석동)",14건,1.0
6645,마녀의레시피,포장마차,"서울특별시 동작구 동작대로3길 14, 지하1층 (사당동)",7건,0.8
6655,아람중화요리,중식당,"서울특별시 동작구 현충로 151, 상가동 2층 10호 (흑석동, 한강현대아파트)",0건,0.9
6665,정원분식,종합분식,"서울특별시 동작구 사당로28길 5, 1층 (사당동)",14건,0.6
6675,카페비러브드,"카페,디저트","서울특별시 동작구 노량진로26길 3-2, 1층 (본동)",0건,1.0
6676,생활맥주 숭실대입구역점,"맥주,호프","서울특별시 동작구 상도로37길 76, 리치타운 1층 (상도동)",1건,1.0
6686,부뚜막고양이,"카페,디저트","서울특별시 동작구 사당로26가길 10, 1층 (사당동)",1건,0.8
6696,오고가고,생선회,"서울특별시 동작구 사당로 247, 1층 (사당동)",413건,0.7777777777777778
6705,디퍼댄와인(Deeper than wine),와인,"서울특별시 동작구 동작대로3길 44, 1층 (사당동)",2건,0.9
6715,숭실대중문 한솥도시락,"도시락,컵밥","서울특별시 동작구 사당로 14, 1층 (상도동)",0건,0.8
6725,본포,베트남음식,"서울특별시 동작구 노량진로 110, 1층 107호 (노량진동)",5건,0.9
6735,보라매볼링장,볼링장,"서울특별시 동작구 보라매로5가길 16, 7층 702호 (신대방동, 보라매아카데미타워)",0건,1.0
6745,청대문,한식,"서울특별시 동작구 서달로14길 24, 1층 (흑석동)",1건,1.0
6755,소라노호시,이자카야,"서울특별시 동작구 동작대로27길 16-5, 1층 (사당동)",2건,0.8
6765,사나운치킨,"치킨,닭강정","서울특별시 동작구 국사봉1길 21, 광성빌딩 (상도동)",0건,0.8
6775,다코기이수역점,"치킨,닭강정",서울특별시 동작구 동작대로25길 60-1 (사당동),0건,0.8
6785,노량해전 노량진횟집,생선회,서울특별시 동작구 만양로16길 4 (노량진동),0건,0.7
6795,카츠진노량진점,돈가스,"서울특별시 동작구 노량진로8길 21, 1층 (노량진동)",0건,0.85
6815,이경숙육개장,한식,"서울특별시 동작구 사당로13길 8, 큰빛교회 1층 (사당동)",0건,0.9
6825,후지스시,"초밥,롤","서울특별시 동작구 동작대로29가길 23, 1층 (사당동)",0건,0.9
6835,신대방닭갈비구이,닭갈비,"서울특별시 동작구 신대방3길 1, 1층 (신대방동)",1건,1.0
6836,오부장치킨 장승배기점,"치킨,닭강정","서울특별시 동작구 상도로30길 22, 1층 101호 (상도동)",0건,1.0
6846,고봉삼계탕 중앙대점,"백숙,삼계탕","서울특별시 동작구 서달로 166, 1층 (흑석동)",0건,0.8
6856,엘리스빈커피,카페,서울특별시 동작구 국사봉1길 82 (상도동),0건,0.9
6866,네네치킨 상도2호점,"치킨,닭강정","서울특별시 동작구 성대로 75, 1층 (상도동)",0건,1.0
6876,신사부대찌개 품격삼겹살,"찌개,전골","서울특별시 동작구 상도로 63, 진성마블로스 1층 101호 (대방동)",2건,0.9
6886,작은식당,요리주점,"서울특별시 동작구 사당로30길 19, 1층 (사당동)",5건,1.0
6896,보나토(BEAUNATO),남성정장,"서울특별시 동작구 사당로16가길 48, 1층 101호 (사당동)",0건,1.0
6906,더치앤빈(보라매역점),카페,"서울특별시 동작구 여의대방로 132, 1층 (대방동)",1건,0.9
6916,예니네,베이커리,"서울특별시 동작구 솔밭로 108, 1층 (사당동)",7건,0.9
6926,칠기마라샹궈마라탕 중앙대점,중식당,"서울특별시 동작구 흑석로13가길 43, 2층3층 (흑석동)",0건,0.9
6936,휘게(Hygge),"카페,디저트","서울특별시 동작구 상도로52길 19, 2층 (상도동)",0건,0.7
6946,도쿄라멘3900,일식당,"서울특별시 동작구 상도로67길 31, 1층 (상도동)",0건,0.9
6956,카페마인드어스(cafe mindus),"카페,디저트","서울특별시 동작구 사당로23길 112, 지하1층 B107호 (사당동, 래미안 로이파크)",1건,0.9
6976,주주돈가츠,돈가스,"서울특별시 동작구 만양로 98, 1층 (노량진동)",0건,0.6
6986,어매수산,생선회,"서울특별시 동작구 국사봉길 13, 1층 (상도동)",0건,0.8
6996,초밥이야기,"초밥,롤","서울특별시 동작구 사당로 10, 1층 (상도동)",0건,0.9
7006,청출어람,포장마차,"서울특별시 동작구 장승배기로 121-1, 1층 (노량진동)",10건,1.0
7018,두끼 노량진역점,분식,"서울특별시 동작구 만양로 98, 2층 (노량진동)",0건,1.0
7028,전곱곱창,"곱창,막창,양","서울특별시 동작구 사당로 260, 1층 (사당동)",0건,1.0
7040,진상천,중식당,"서울특별시 동작구 흑석로 101-7, 2층 (흑석동)",0건,0.8
7050,로즈커피,"카페,디저트","서울특별시 동작구 대방동23길 36, 1층 (대방동)",24건,0.8
7060,잘란잘란온이수,"맥주,호프","서울특별시 동작구 동작대로25길 52-8, 1층 (사당동)",0건,1.0
7068,스시와회,생선회,"서울특별시 동작구 시흥대로 650, 1층 3호 (신대방동)",35건,0.9
7078,커피온리(노량진2호점),카페,"서울특별시 동작구 노량진로 156, 1층 (노량진동)",0건,0.8
7088,하카타야끼,일식당,"서울특별시 동작구 동작대로23길 25, 1층 (사당동)",0건,0.9
7098,생선구이&동태탕,생선구이,"서울특별시 동작구 시흥대로 596, 신라스테이해링턴타워 오피스텔동 103호 (신대방동)","26,616건",1.0
7101,따띠삼겹 사당점,돼지고기구이,"서울특별시 동작구 사당로17가길 16, 1층 (사당동)",0건,0.8
7111,스쿨푸드 상도점,분식,"서울특별시 동작구 성대로 87, 지1층 (상도동)",0건,1.0
7121,스모카레,일식당,"서울특별시 동작구 상도로 47, 헬로우빌딩 A동 1층 103,104,105호 (대방동)",0건,0.9
7131,도깨비방망이,"키즈카페,실내놀이터","서울특별시 동작구 여의대방로36길 29, 대림아파트(분산상가동) 지하1층 (대방동)",11건,1.0
7141,팬피그에프앤비,한식,"서울특별시 동작구 여의대방로24길 54, 1층 (신대방동)",0건,1.0
7145,들림,"카페,디저트","서울특별시 동작구 동작대로29길 110, 상가동 203-1호 (사당동, 신동아아파트)",111건,1.0
7146,피자애 장승배기역점,피자,"서울특별시 동작구 상도로 191, 1층 (상도동)",0건,0.9
7156,바불리옛날왕만두,만두,"서울특별시 동작구 동작대로 43, 1층 (사당동)",0건,1.0
7166,공집합,바(BAR),"서울특별시 동작구 성대로1길 16, 1층 (상도동)",2건,1.0
7170,겹,한식,"서울특별시 동작구 상도로47길 4, 1층 (상도동)",25건,0.8
7180,로지노돈부리,일식당,"서울특별시 동작구 노량진로6길 22, 1층 (노량진동)",0건,0.9
7190,동해해물찜,"아귀찜,해물찜","서울특별시 동작구 보라매로5가길 16, B01호 (신대방동, 보라매아카데미타워)",1건,1.0
7200,충남집,생선회,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 1,2,3호 (노량진동)",0건,0.9
7210,바이슨버거,햄버거,"서울특별시 동작구 상도로 47, A동 1층 101호 (대방동)",0건,0.8
7220,흑석호치민,베트남음식,"서울특별시 동작구 서달로15길 20-5, 1층 (흑석동)",1건,0.8
7230,예쁜이모순대국,"순대,순댓국","서울특별시 동작구 사당로28길 6, 1층 (사당동)",2건,0.9
7240,골든볼9,한식뷔페,"서울특별시 동작구 노량진로14가길 11, 지하1,2층 (노량진동)",1건,0.8
7250,남도술상별관,한식,"서울특별시 동작구 동작대로3길 6, 지하1층 (사당동)",2건,1.0
7260,반할냉면&고기,"도시락,컵밥","서울특별시 동작구 장승배기로15길 25, 1층 (노량진동)",92건,1.0
7264,캉파뇽제빵소,베이커리,"서울특별시 동작구 남부순환로 2067, 2층 201호 (사당동)",1건,1.0
7274,놀숲 보라매점,만화방,"서울특별시 동작구 보라매로5가길 16, 613-2,3,4,14호 (신대방동, 보라매아카데미타워)",0건,0.7
7284,궁중국시,국수,"서울특별시 동작구 노량진로6길 11, 1층 (노량진동)",2건,1.0
7294,아빠맘명품스시,일식당,"서울특별시 동작구 장승배기로19길 29, 1층 (노량진동)",1건,0.9
7304,허슬버슬,"카페,디저트","서울특별시 동작구 매봉로2길 8-4, B동 지층 B01호 (상도동)",0건,1.0
7306,시골이모,한식,"서울특별시 동작구 신대방길 71, 1층 (신대방동)",14건,1.0
7313,미스타파스타,"스파게티,파스타전문","서울특별시 동작구 여의대방로22길 4, 2층 (신대방동)",0건,0.8
7323,고돼지,"육류,고기요리","서울특별시 동작구 상도로 341, 1층 (상도동)",95건,0.9
7333,1994 ANNA,요리주점,"서울특별시 동작구 서달로 151, 2층 (흑석동)",0건,1.0
7343,느릅나무,"카페,디저트","서울특별시 동작구 서달로 123, 롯데캐슬 에듀포레 상가동 104호 (흑석동)",10건,1.0
7353,플란츠앤플라(plantz N fla),장소대여,"서울특별시 동작구 성대로16길 67-5, 1층 (상도동)",0건,1.0
7363,텐카이치,일본식라면,"서울특별시 동작구 만양로14길 24, 1층 (노량진동)",0건,0.7
7373,서달양조장,"맥주,호프","서울특별시 동작구 서달로 165-1, 2층 (흑석동)",0건,1.0
7383,산천칡냉면,한식,"서울특별시 동작구 사당로12길 2, 2층 (사당동)",3건,0.9
7393,펍캐리온,양식,"서울특별시 동작구 상도로 368, 2층 (상도동)",0건,1.0
7403,60계치킨 서울이수점,"치킨,닭강정","서울특별시 동작구 사당로23길 112, 후면상가동 B108호 (사당동, 래미안 로이파크)",0건,1.0
7413,통큰두마리찜닭,찜닭,"서울특별시 동작구 국사봉1길 4, 1층 (상도동)",0건,1.0
7423,어반브루(URBAN BREW),"맥주,호프","서울특별시 동작구 사당로 300, 113,114호 (사당동, 이수자이)",0건,0.9
7433,생선마당어랑,생선구이,"서울특별시 동작구 양녕로 192, 2층 (상도동)",0건,0.8
7443,피제이피자 사당방배점,피자,"서울특별시 동작구 남부순환로269길 16, 1층 102호 (사당동)",0건,1.0
7453,계수작,이자카야,"서울특별시 동작구 상도로 252, 1층 (상도동)",1건,1.0
7463,블랙모티브 사당역점,카페,"서울특별시 동작구 동작대로7길 48, 1층 (사당동)",0건,1.0
7473,정chef초밥&참치,생선회,"서울특별시 동작구 상도로22길 8, 1층 (상도동)",6건,1.0
7483,맛있는가마솥통닭,"치킨,닭강정","서울특별시 동작구 노량진로6길 2, 1층 (노량진동)",1건,1.0
7487,와플대학 노량진캠퍼스,와플,"서울특별시 동작구 만양로 100, 1층 1호 (노량진동)",0건,0.9
7497,수라청,한식뷔페,"서울특별시 동작구 만양로 11, 1층 (상도동)",0건,0.9
7507,청년치킨 사당점,"치킨,닭강정","서울특별시 동작구 사당로30길 96, 1층 (사당동)",0건,1.0
7517,스시초이,덮밥,"서울특별시 동작구 흑석로6길 18, 1층 (흑석동)",0건,1.0
7522,당신의오늘,"카페,디저트","서울특별시 동작구 동작대로15길 24-9, 1층 (사당동)","1,291건",1.0
7532,밑술,와인,"서울특별시 동작구 장승배기로 133, 2층 (노량진동)",0건,1.0
7540,맘스터치 중앙대점,"치킨,닭강정","서울특별시 동작구 흑석로 99, 1층 (흑석동)",1건,1.0
7550,또봉이통닭&카페고센댓방집,"치킨,닭강정","서울특별시 동작구 여의대방로36길 107-1, 1층 (대방동)",157건,0.875
7558,예상,와인,"서울특별시 동작구 동작대로7길 31, 1층 (사당동)","3,718건",0.9
7568,이층에포차,포장마차,"서울특별시 동작구 사당로 248, 2층 (사당동)",1건,1.0
7578,커피가지고요,카페,"서울특별시 동작구 노량진로8길 32, 지1층 (노량진동)",748건,0.9
7588,케이크팝,"카페,디저트","서울특별시 동작구 사당로 28, 2층 (상도동)",14건,1.0
7598,유에프오버거,햄버거,"서울특별시 동작구 보라매로3길 29, 지하1층 45,46호 (신대방동, 해태보라매타워)",0건,1.0
7599,쭈니네쭈꾸미,주꾸미요리,"서울특별시 동작구 사당로2차길 41, 1층 (사당동)",0건,1.0
7605,홍키주가,중식당,"서울특별시 동작구 동작대로3길 29, 1층 (사당동)",1건,0.8
7615,카페재인,"카페,디저트","서울특별시 동작구 사당로 276, 1층 (사당동)",5건,1.0
7625,파니모들,"카페,디저트","서울특별시 동작구 동작대로 153, 1층 (사당동)",1건,1.0
7645,생고기제작소,소고기구이,"서울특별시 동작구 동작대로27다길 6, 1층 (사당동)",1건,0.8
7655,찜앤불닭,닭요리,"서울특별시 동작구 상도로15길 76, 1층 (상도동)",0건,1.0
7656,펍씨,바(BAR),"서울특별시 동작구 만양로18길 11, 3층 (노량진동)",0건,1.0
7666,꿀보치킨,"치킨,닭강정","서울특별시 동작구 대방동길 6, 1층 (대방동)",0건,0.9
7676,아비꼬 대방역점,카레,"서울특별시 동작구 알마타길 6, 상가동 105호 (대방동, 파밀리에 하늘마루)",0건,0.4
7686,카페플라타너스 사당점,카페,"서울특별시 동작구 동작대로 59, 1층 (사당동)",0건,0.9
7696,에이바,바(BAR),"서울특별시 동작구 동작대로1길 27, 2층 (사당동)",3건,1.0
7700,마라공방,중식당,"서울특별시 동작구 노량진로16길 8, 1층 (노량진동)",13건,0.7
7710,와인어클락,와인,"서울특별시 동작구 동작대로27다길 6, 2층 (사당동)",0건,0.9
7720,신룽푸마라탕 보라매점,신룽푸마라탕,"서울특별시 동작구 보라매로5가길 16, 101-5호 (신대방동, 보라매아카데미타워)",0건,0.5
7730,포엘,아시아음식,"서울특별시 동작구 여의대방로44길 10, 지하1층 106호 (대방동, 대림아파트)",1건,1.0
7731,잼툰,만화방,"서울특별시 동작구 노량진로16길 14, 3층 (노량진동)",0건,0.7
7741,룡빈관,중식당,"서울특별시 동작구 성대로1길 8, 1층 (상도동)",0건,0.7
7751,투다리 숭실대점,"오뎅,꼬치","서울특별시 동작구 사당로 24, 2층 (상도동)",0건,1.0
7759,돈키호테,"맥주,호프","서울특별시 동작구 사당로 243-5, 2층 (사당동)",62건,0.8
7769,흥부찜닭 상도점,찜닭,"서울특별시 동작구 양녕로25길 6, 1층 (상도동)",0건,1.0
7779,아무르(Amour),"카페,디저트","서울특별시 동작구 사당로16길 75, 1층 (사당동)",1건,1.0
7789,오블라디,요리주점,"서울특별시 동작구 동작대로25길 33, 2층 (사당동)",0건,0.9
7799,미스사이공 상도역점,베트남음식,"서울특별시 동작구 양녕로 268, 1층 (상도1동)",0건,0.6
7809,프렌밀리,와인,"서울특별시 동작구 양녕로 271, 2층 (상도1동)",1건,1.0
7819,하루엔소쿠 상도점,일식당,"서울특별시 동작구 양녕로28길 8, 1층 (상도동)",0건,0.8
7829,명인치킨,"치킨,닭강정","서울특별시 동작구 사당로16나길 22, 1층 (사당동)",4건,1.0
7839,신룽푸마라탕 숭실대점,신룽푸마라탕,"서울특별시 동작구 사당로 20, 2층 (상도동)",0건,0.7
7849,배부장찌개,"찌개,전골","서울특별시 동작구 사당로14가길 5, 1층 (사당동)",4건,0.9
7859,이수시장 아구찜,"아귀찜,해물찜","서울특별시 동작구 동작대로29나길 20, 104호 (사당동)",1건,0.9
7869,바른탕수육,중식당,"서울특별시 동작구 양녕로 253, 1층 (상도1동)",6건,0.8
7879,모두뼈다귀감자탕(상도점),감자탕,"서울특별시 동작구 성대로2길 5, 1층 (상도동)",0건,0.9
7899,무삥과팟타이,태국음식,"서울특별시 동작구 동작대로27다길 20, 2층 (사당동)",1건,0.6
7909,광천집,한식,"서울특별시 동작구 장승배기로 26, 상가동 1층 108호 (상도동, 아이파크상도동)",0건,1.0
7919,걸작떡볶이치킨 상도점,분식,"서울특별시 동작구 상도로 311, 1층 (상도1동)",0건,0.7
7929,교촌치킨 상도점,"치킨,닭강정","서울특별시 동작구 상도로30길 40, 1층 113호 (상도동, 상도2차두산위브트레지움아파트)",0건,0.9
7939,한국통닭 사당점,"치킨,닭강정","서울특별시 동작구 동작대로29길 40, 1층 102,103호 (사당동)",0건,1.0
7949,오군분식,종합분식,"서울특별시 동작구 노들로 674, 2층 매점11호 (노량진동)",1건,0.8333333333333334
7955,무음,요리주점,"서울특별시 동작구 흑석로 24-1, 2층 (상도동)",97건,0.8
7965,블랙&차이나,중식당,"서울특별시 동작구 성대로 46, 1층 (상도동)","284,843건",0.8
7975,짙은(zitten),테이크아웃커피,"서울특별시 동작구 상도로37길 69, 1층 (상도동)",0건,1.0
7985,뚜스뚜스 흑석역점,브런치,"서울특별시 동작구 현충로 75, 1층 (흑석동)",0건,0.7
7995,배달짜글오짜글 상도점,한식,"서울특별시 동작구 상도로 387-1, 1층 (상도동)",0건,1.0
8000,크래프트비,"맥주,호프","서울특별시 동작구 보라매로 93, 지하1층 (신대방동)",0건,0.9
8010,길양지,한식,"서울특별시 동작구 서달로12길 17, 1층 2호 (흑석동)",0건,1.0
8020,하얼빈양꼬치,양꼬치,"서울특별시 동작구 노량진로8길 53, 1층 (노량진동)",2건,1.0
8030,김재운초밥사랑,"초밥,롤","서울특별시 동작구 동작대로 69, 1층 (사당동)",0건,0.6
8040,몽때박피자,피자,"서울특별시 동작구 노량진로14가길 16, 2층 (노량진동)",0건,1.0
8050,칼포니치킨,"치킨,닭강정","서울특별시 동작구 상도로30길 40, 1층 109호 (상도동, 상도2차두산위브트레지움아파트)",0건,1.0
8060,정정아식당,닭볶음탕,"서울특별시 동작구 흑석로 4, 1층 (상도1동)",0건,0.8
8070,마라농장,중식당,"서울특별시 동작구 장승배기로 138, 1층 (노량진동)",11건,0.8
8080,집에서참치 동작남성점,생선회,"서울특별시 동작구 사당로17길 21, 1층 (사당동)",0건,1.0
8090,비아이태리,이탈리아음식,"서울특별시 동작구 여의대방로22길 132, 1층 (신대방동)",0건,0.9
8100,코리엔탈 깻잎두마리치킨 대방점,"치킨,닭강정","서울특별시 동작구 등용로 57, 1층 (대방동)",0건,1.0
8110,반디앤스타,한식,"서울특별시 동작구 신대방1가길 38, 105동 B102호 (신대방동, 동작상떼빌아파트)",1건,1.0
