,names,menu,loc,review_num,avg_score
8120,밤골하우스,떡볶이,"서울특별시 동작구 매봉로 72, 1층 (상도1동)",0건,1.0
8130,탕화쿵푸 노량진점,중식당,"서울특별시 동작구 만양로14가길 16, 1층 (노량진동)",0건,0.8
8140,강초밥,"초밥,롤","서울특별시 동작구 보라매로5길 43, 110호 (신대방동, 보라매삼성쉐르빌)",1건,0.8
8150,웅이네오돌뼈 상도점,"육류,고기요리","서울특별시 동작구 양녕로28길 42, 지층 102호 (상도동)",0건,1.0
8160,숙공,"육류,고기요리","서울특별시 동작구 현충로 131, 블루스톤스포츠 지하2층 (흑석동)",1건,0.9
8170,김봉남포장마차 사당역1호점,포장마차,"서울특별시 동작구 사당로30길 115, 2층 (사당동)",0건,0.8
8180,배떡 사당점,분식,"서울특별시 동작구 사당로16길 64, 지층 (사당동)",0건,0.9
8190,한끼 마라탕,중식당,"서울특별시 동작구 남부순환로259길 11, 지층2호 (사당동)",7건,1.0
8200,카페복희씨,종합분식,"서울특별시 동작구 흑석한강로 27, 상가B동 B203호 (흑석동, 흑석한강푸르지오)",0건,0.9
8210,이수홍어,생선회,"서울특별시 동작구 동작대로29나길 19, 1층 (사당동)",3건,1.0
8220,동래족발,"족발,보쌈","서울특별시 동작구 성대로 202, 1층 (상도동)",4건,1.0
8225,덮다 상도역점,덮밥,"서울특별시 동작구 상도로38가길 5, 1층 (상도1동)",0건,1.0
8230,동부식당,한식,서울특별시 동작구 서달로 112 (흑석동),30건,1.0
8242,알촌,퓨전음식,"서울특별시 동작구 만양로14길 13, 1층 (노량진동)",2건,1.0
8252,앵무,포장마차,"서울특별시 동작구 사당로 300, 112호 (사당동, 이수자이)",9건,0.75
8260,샤브담,샤브샤브,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) B103호 (대방동)",0건,1.0
8264,비단콤마,양식,"서울특별시 동작구 상도로30길 40, 상가동 107호 (상도동, 상도2차두산위브트레지움아파트)",0건,1.0
8274,닥엔돈스상도점,"치킨,닭강정","서울특별시 동작구 상도로15길 68, 대성빌딩 101호 (상도동)",0건,0.9
8284,미스사이공흑석중앙대점,베트남음식,"서울특별시 동작구 흑석로 109-2, 1층 (흑석동)",0건,0.6
8294,고기서고기,"육류,고기요리","서울특별시 동작구 등용로 122, 우리은행대방북지점 1층 (대방동)","1,542건",0.9
8304,피맥하우스 흑석점,피자,"서울특별시 동작구 현충로 96, 1층 (흑석동)",0건,0.8
8314,종로계림닭도리탕원조 보라매공원점,닭볶음탕,"서울특별시 동작구 보라매로5가길 16, 216호 (신대방동, 보라매아카데미타워)",1건,1.0
8324,해녀의 밥상,"해물,생선요리","서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 건어물판매장24호 (노량진동)",3건,0.8
8334,용식이포차,포장마차,"서울특별시 동작구 사당로16가길 13, 1층 (사당동)",0건,0.9
8344,호치킨 중앙대점,"치킨,닭강정","서울특별시 동작구 서달로 165-1, 1층 (흑석동)",0건,0.8
8354,상도미식회,한식,"서울특별시 동작구 성대로 18, 2층 2,4호 (상도동)",0건,0.9
8364,봉평면옥,한식,서울특별시 동작구 서달로14나길 24-2 (흑석동),2건,0.9
8374,이조식당,한식,"서울특별시 동작구 사당로22나길 69, 1층 102호 (사당동)",0건,1.0
8379,바나프레소 이수역점,바나프레소,"서울특별시 동작구 동작대로 123, 1층 (사당동)",0건,1.0
8389,멕시카나 상도점,"치킨,닭강정",서울특별시 동작구 성대로1길 17-2 (상도동),0건,1.0
8399,경성부대찌개 상도점,"찌개,전골","서울특별시 동작구 성대로 30, 1층 (상도동)",0건,0.9
8409,돈치킨,"치킨,닭강정","서울특별시 동작구 성대로 63, 1층 (상도동)",0건,0.8
8419,인연웰빙식당,한식,"서울특별시 동작구 장승배기로 164, 원남빌딩 1층 (노량진동)",0건,0.9
8429,소림마라 동작점,중식당,"서울특별시 동작구 양녕로 180, 1층 (상도동)",1건,0.7142857142857143
8436,돈까스짱 남성역점,돈가스,"서울특별시 동작구 사당로16가길 10, 1층 (사당동)",0건,1.0
8446,경진스낵,종합분식,"서울특별시 동작구 동작대로29길 77, 1층 107-1호 (사당동, 두성 상가 아파트)",0건,1.0
8452,달리181,양식,"서울특별시 동작구 성대로3길 7, 1층 (상도동)",16건,0.9
8462,홍가네 감자탕,감자탕,"서울특별시 동작구 동작대로33길 14, 1층 (사당동)",0건,0.8333333333333334
8468,미트 온라인 축산직판,"육류,고기요리","서울특별시 동작구 사당로16가길 91, 1층 (사당동)",0건,0.7777777777777778
8477,지코바 흑석점,"치킨,닭강정","서울특별시 동작구 흑석로 120, 1층 (흑석동)",0건,0.8
8487,광어삼촌,생선회,"서울특별시 동작구 상도로37길 62, 1층 (상도동)",1건,0.8
8497,쌀돈,돈가스,"서울특별시 동작구 상도로60길 20, 상가동 1층 104호 (상도동, 대림아파트)",75건,1.0
8507,방가네소머리국밥,국밥,"서울특별시 동작구 만양로 84, 지하1층 (노량진동, 삼익주상복합아파트)",0건,1.0
8516,장발장 구로디지털단지점,닭발,"서울특별시 동작구 신대방1가길 38, 105동 1층 103호 (신대방동, 동작상떼빌아파트)",0건,0.9
8526,대궁,중식당,"서울특별시 동작구 보라매로3길 29, 지하1층 5,6,7,8,49호 (신대방동, 해태보라매타워)",5건,0.9
8536,서울의 달,수산물,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 5층 (노량진동)",0건,0.8
8546,싱싱조개,조개요리,"서울특별시 동작구 사당로16길 25, 1층 (사당동)",1건,0.8
8556,국보전,"전,빈대떡","서울특별시 동작구 상도로15길 111-4, 1층 (상도동)",0건,1.0
8566,에이치제이(HJ)요리연구소,"치킨,닭강정","서울특별시 동작구 상도로 116, 2층 (상도동)",0건,1.0
8568,예네집,퓨전음식,"서울특별시 동작구 사당로17길 11, 2층 (사당동)",0건,1.0
8578,이태원 샐러드,"다이어트,샐러드","서울특별시 동작구 흑석로13가길 43, 1층 (흑석동)",15건,0.7
8588,탐나종합어시장 성대시장점,생선회,"서울특별시 동작구 상도로 105, 1층 (상도동)",1건,0.7
8598,오그랩(Ohgrab),샌드위치,"서울특별시 동작구 여의대방로24사길 8, 101호 (대방동, 부명빌딩)",0건,0.9
8608,호식이두마리치킨 흑석중앙대점,"치킨,닭강정","서울특별시 동작구 서달로12가길 11, 1층 (흑석동)",0건,1.0
8618,띵 사당점,한식,"서울특별시 동작구 동작대로35길 12, 1층 (사당동)",0건,0.75
8622,외양간,"육류,고기요리","서울특별시 동작구 동작대로11길 16, 1층 (사당동)",22건,0.9
8632,봄밤,요리주점,"서울특별시 동작구 동작대로17길 5, 태성카쎈타 1층 (사당동)",15건,1.0
8639,마담순살떡볶이,떡볶이,"서울특별시 동작구 장승배기로 42, 1층 (상도동)",0건,0.9
8649,콩단이 쭈꾸미,한식,"서울특별시 동작구 여의대방로22나길 35, 이화피아노 1층 (신대방동)",0건,1.0
8655,처갓집양념치킨 흑석점,"치킨,닭강정","서울특별시 동작구 현충로 52, 대림상가 동7-1동 제1층 13호 (흑석동, 아크로리버하임)",0건,0.9
8665,추실장 참치,생선회,"서울특별시 동작구 상도로60길 1, 2층 (상도동)",0건,0.9
8675,치킨플러스 상도점,"치킨,닭강정","서울특별시 동작구 장승배기로10길 100, B106호 (상도동, 상도더샵 2차)",0건,1.0
8685,오 닭꼬치 이수역점,"오뎅,꼬치","서울특별시 동작구 동작대로33길 29, 1층 (사당동)",0건,1.0
8695,정우원,"카페,디저트",서울특별시 동작구 장승배기로 53 (상도동),0건,1.0
8705,따띠삼겹 노량진점,돼지고기구이,"서울특별시 동작구 노량진로16길 34, 1층 (노량진동)",0건,0.9
8715,파스타입니다. 사당점,"스파게티,파스타전문","서울특별시 동작구 사당로16길 76, 1층 (사당동)",1건,0.9
8725,37.5동작이수점,브런치,"서울특별시 동작구 동작대로27가길 23, 2층 (사당동)",13건,0.9
8735,만두의정석,만두,"서울특별시 동작구 국사봉1길 45, 1층 (상도동)",12건,1.0
8745,거북이식당,한식,"서울특별시 동작구 동작대로17길 5, 1층 (사당동)",0건,0.75
8749,풍년집,"육류,고기요리",서울특별시 동작구 장승배기로 123-6 (노량진동),1건,0.625
8757,셰프의 빨간맛,한식,"서울특별시 동작구 여의대방로 202, 1층 (대방동)",9건,0.8
8767,"오늘 , 우리","이벤트,파티","서울특별시 동작구 서달로14길 38, 지하1층 (흑석동)",113건,1.0
8774,순천집,한식,"서울특별시 동작구 노량진로 80, 2층 (노량진동, 노량진큐브스테이트)",0건,0.7
8784,해란,한식,"서울특별시 동작구 동작대로29가길 26, 1층 (사당동)",2건,0.7
8794,연테이블,"스파게티,파스타전문","서울특별시 동작구 신대방길 95, 1층 (신대방동)",48건,1.0
8804,돌담,바(BAR),"서울특별시 동작구 동작대로27다길 12, 2층 (사당동)",34건,0.8
8814,푸라닭흑석점,"치킨,닭강정","서울특별시 동작구 현충로 52, 근린생활시설-5(7-2)동 제지3층 제29호 (흑석동, 아크로리버하임)",0건,0.9
8824,구구족(이수역점),"족발,보쌈","서울특별시 동작구 동작대로27다길 2, 1층 (사당동)",0건,0.9
8834,Gustoria(구스토리아),와인,"서울특별시 동작구 양녕로 277, 1층 102호 (상도1동)",0건,1.0
8844,족발야시장 상도역점,"족발,보쌈","서울특별시 동작구 양녕로 277, 1층 101호 (상도1동)",0건,1.0
8854,비비큐(BBQ)사당이수점,"치킨,닭강정","서울특별시 동작구 사당로23길 112, 1층 105호 (사당동, 래미안 로이파크)",0건,0.95
8874,대구생막창,"곱창,막창,양","서울특별시 동작구 장승배기로 164, 나동 1층 (노량진동)",1건,0.7
8884,비스트로피자 서울동작점,피자,서울특별시 동작구 국사봉길 64 (상도동),0건,0.9
8894,밥숯돌,한식,서울특별시 동작구 상도로61길 43 (상도동),0건,0.9
8904,청양집 노량진점,"육류,고기요리","서울특별시 동작구 만양로18길 14, 1층 (노량진동)",0건,0.8
8914,오유미당 노량진점,돈가스,"서울특별시 동작구 만양로18길 14, 1층 (노량진동)",0건,0.8
8924,씽씽 종합어시장,생선회,"서울특별시 동작구 동작대로7길 6, 1층 (사당동)",0건,1.0
8934,터바채,한식,"서울특별시 동작구 상도로37길 3, 2층 (상도1동)",0건,1.0
8940,돈까스회관 신대방삼거리역점,돈가스,"서울특별시 동작구 상도로 77, 1층 (대방동)",2건,1.0
8950,피자나라치킨공주 흑석점,피자,"서울특별시 동작구 서달로12길 17, 1층 2호 (흑석동)",0건,0.9
8960,벚꽃스시,"초밥,롤","서울특별시 동작구 상도로30길 40, 1층 114호 (상도동, 상도2차두산위브트레지움아파트)",3건,0.8
8970,펍다트 이수점,"맥주,호프","서울특별시 동작구 동작대로27길 5, 지안플라자 1, 2층 (사당동)",0건,1.0
8980,60계 서울상도점,"치킨,닭강정","서울특별시 동작구 상도로 349-1, 준콤숭실빌딩 1, 2층 (상도동)",0건,1.0
9000,양가네두루찌개,"찌개,전골","서울특별시 동작구 노량진로8길 16, 1층 (노량진동)",0건,0.9
9010,차고집냉면 동작점,냉면,"서울특별시 동작구 국사봉길 74, 1층 106호 (상도동)",0건,0.7
9020,핫독킹,핫도그,"서울특별시 동작구 여의대방로22아길 12, 101호 (신대방동)",0건,1.0
9024,오봉집 사당점,한식,"서울특별시 동작구 사당로29길 1, 1층 (사당동)",0건,0.9
9034,샐러데이즈 상도점,"다이어트,샐러드","서울특별시 동작구 상도로 337-1, 1층 (상도동)",0건,1.0
9044,탐나종합어시장 이수역점,생선회,"서울특별시 동작구 동작대로 141, 1층 (사당동)",1건,0.7
9054,조물조물,반찬가게,"서울특별시 동작구 보라매로 61-1, 1층 (신대방동)",41건,1.0
9064,미완성카페(성대점),"카페,디저트","서울특별시 동작구 성대로2길 5-5, 1,2층 (상도동)",0건,0.9
9074,자마버거 대방점,햄버거,"서울특별시 동작구 등용로14길 30, 신한토탈아파트 상가 1층 101호 (대방동)",0건,1.0
9080,캔캔커피 사당점,"카페,디저트","서울특별시 동작구 사당로23길 137, 대림아파트 상가B동 110,111호 (사당동)",0건,0.8571428571428571
9087,국민낙곱새 이수점,한식,"서울특별시 동작구 사당로18길 24, 1층 102호 (사당동)",0건,0.6
9092,카페 휴가비,"카페,디저트","서울특별시 동작구 동작대로29가길 29, 1층 (사당동)",1건,0.9
9102,동춘돌곱창,"곱창,막창,양","서울특별시 동작구 신대방18길 1, 1층 (신대방동)",0건,0.9
9112,자담치킨 신상도점,"치킨,닭강정","서울특별시 동작구 장승배기로 21, 1층 (상도동)",0건,0.8
9122,견인지역,"맥주,호프","서울특별시 동작구 동작대로27나길 8, 2층 (사당동)",47건,1.0
9132,자가제빵 선명희피자 사당점,피자,"서울특별시 동작구 사당로23길 112, 제전면상가동 103호 (사당동, 래미안 로이파크)",0건,0.8
9142,북촌손만두 대방역점,"칼국수,만두","서울특별시 동작구 알마타길 13-5, 1층 (대방동)",0건,0.8
9152,본죽&비빔밥 상도점,죽,"서울특별시 동작구 양녕로26길 6, 1층 (상도동)","2,682건",0.9
9162,BBQ동작국사봉점,"치킨,닭강정","서울특별시 동작구 보라매로 78, 성진빌딩 1층 (신대방동)",0건,0.875
9170,장나교김밥,김밥,"서울특별시 동작구 사당로 224-1, 1층 (사당동)",1건,0.9
9180,왕손피자 동작점,피자,"서울특별시 동작구 국사봉길 71, 1층 (상도동)",0건,0.9
9190,피쉬그램,일식당,"서울특별시 동작구 만양로 12, 1층 (상도동)",2건,0.5
9200,드웨이(Dwei),"카페,디저트","서울특별시 동작구 상도로41마길 15, 1층 (상도1동)",0건,1.0
9210,떳다 철가방,중식당,서울특별시 동작구 노량진로28길 7 (본동),0건,1.0
9220,봉빌렛(Bonbillet),바(BAR),"서울특별시 동작구 사당로30길 25, 메종슈에뜨이수 1층 101호 (사당동)",1건,0.9
9230,국수천국,국수,"서울특별시 동작구 신대방2길 10, 1층 (신대방동)",13건,1.0
9236,Mr.Lee(미스터리),생선회,"서울특별시 동작구 동작대로1길 43-1, 1층 (사당동)",0건,0.8
9246,연경당,한식,"서울특별시 동작구 동작대로17길 18, 1층 (사당동)",6건,1.0
9248,마미파이(Mommypie),"카페,디저트","서울특별시 동작구 동작대로17길 20, 1층 (사당동)",0건,0.8
9258,단골참치 사당점,일식당,"서울특별시 동작구 사당로16길 85, 1층 101호 (사당동)",0건,0.8
9268,요리주점 영점오(0.5),요리주점,"서울특별시 동작구 상도로 59, 1층 101호 (대방동, 리안)",0건,1.0
9278,김사랑 김밥,김밥,"서울특별시 동작구 보라매로3길 29, 지하1층 85,86호 (신대방동, 해태보라매타워)",1건,1.0
9288,명가통닭 노량진수산시장점,"치킨,닭강정","서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 C동 102호 (노량진동)",1건,0.8
9298,크렙아일랜드,게요리,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 지하1층 AB03호 (노량진동)",0건,0.9
9308,깐부치킨 익스프레스 흑석점,"치킨,닭강정","서울특별시 동작구 현충로 52, 근린생활시설-5(7-2)동 제지3층 32호 (흑석동, 아크로리버하임)",0건,0.8
9318,서울호떡 사당직영점,호떡,"서울특별시 동작구 동작대로7길 84, 1층 (사당동)",2건,0.8
9328,윤공,요리주점,"서울특별시 동작구 동작대로7길 49, 1층 (사당동)",6건,0.6
9338,배달의 쌀국수 사당방배점,베트남음식,"서울특별시 동작구 동작대로17길 18, 1층 (사당동)",0건,1.0
9348,국수사,일식당,"서울특별시 동작구 상도로30길 63-5, 1층 101호 (상도동)",0건,1.0
9358,유미카츠 이수방배점,돈가스,"서울특별시 동작구 동작대로27길 18, 2층 (사당동)",1건,0.8
9368,더벤티 장승배기역점,카페,"서울특별시 동작구 상도로 180, 1층 (상도동)",0건,0.5
9378,엔제리너스 이수역점,카페,"서울특별시 동작구 동작대로25길 16, 지하1,1층,2층 (사당동)",0건,0.7
9388,삼백돈 돈가츠,돈가스,"서울특별시 동작구 사당로 300, 제1층 제115호 (사당동, 이수자이)",2건,0.9
9398,레몬그라스 타이,태국음식,"서울특별시 동작구 동작대로29길 63-1, 2층 (사당동)",10건,0.9
9408,단골식당,한식,"서울특별시 동작구 동작대로29나길 14, 1층 (사당동)",3건,0.75
9412,태리로제떡볶이&닭강정 숭실대점,분식,"서울특별시 동작구 상도로53길 13, 래미안상도3차아파트 제상가동 제2층 제201호 (상도동)",512건,1.0
9422,봄참치,생선회,"서울특별시 동작구 서달로 150, 제1층 제147호 (흑석동, 이랜드해가든)",0건,1.0
9429,나절,"카페,디저트","서울특별시 동작구 신대방2길 12, 지하1층 (신대방동)",25건,1.0
9439,자담치킨 서울대방점,"치킨,닭강정","서울특별시 동작구 대방동길 51, 1층 (대방동)",0건,0.9
9449,꼬멧 익스프레스,와인,"서울특별시 동작구 동작대로 53, 4층 (사당동)",2건,0.8
9459,장군이네 족발보쌈 Since1994,"족발,보쌈","서울특별시 동작구 상도로22길 18, 1층 (상도동)",0건,1.0
9465,고래맥주창고,"맥주,호프","서울특별시 동작구 노량진로16길 27, 1층 (노량진동)",1건,1.0
9475,백채김치찌개 중앙대점,"찌개,전골","서울특별시 동작구 흑석로 88, 2층 (흑석동)",0건,0.7
9485,뜸들이다 상도점,"도시락,컵밥","서울특별시 동작구 흑석로 23, 1층 (상도동)",0건,0.8
9495,피자플래넷 동작점,피자,"서울특별시 동작구 흑석로 5, 1층 (상도1동)",0건,1.0
9502,먹어본 김밥,김밥,"서울특별시 동작구 양녕로 190, 대현빌딩 1층 (상도동)",74건,1.0
9512,테이킷,"초밥,롤","서울특별시 동작구 성대로 52, 제지1층 제비01호 (상도동)",0건,0.6
9522,샐러드박스 상도역점,"다이어트,샐러드","서울특별시 동작구 만양로 3, 1층 (상도동)",0건,0.7
9532,터방네,카페,서울특별시 동작구 흑석로 101-7 (흑석동),0건,0.9
9542,이레김밥,종합분식,서울특별시 동작구 상도로63길 15 (상도동),1건,1.0
9552,도미노피자(상도점),피자,서울특별시 동작구 상도로 302 (상도동),0건,1.0
9562,이삭토스트 총신대점,토스트,서울특별시 동작구 사당로14길 6 (사당동),0건,0.9
9572,배스킨라빈스 숭실대점,아이스크림,서울특별시 동작구 상도로 364-1 (상도동),0건,0.7
9582,미니스톱노량진점,편의점,서울특별시 동작구 노량진로 196 (노량진동),0건,1.0
9592,파파존스피자상도점,피자,"서울특별시 동작구 상도로 297 (상도1동, 2층)",0건,0.8
9602,세븐일레븐(노량진5호점),편의점,서울특별시 동작구 만양로12길 16 (노량진동),0건,0.9
9612,스타벅스숭실대점,카페,"서울특별시 동작구 사당로 4, 지상1,2층 (상도동)",1건,0.9
9622,피자스쿨장승배기,피자,"서울특별시 동작구 상도로 152, 신아빌딩 1층 (상도동)",0건,0.9
9632,롯데리아 노량진점,햄버거,서울특별시 동작구 장승배기로 171 (노량진동),0건,0.7
9642,토스트 굽는 사람들,토스트,서울특별시 동작구 만양로14길 37 (노량진동),4건,1.0
9652,미니스톱 이수태평점,편의점,서울특별시 동작구 사당로 301-1 (사당동),0건,0.9
9662,매머드커피 익스프레스 노량진점,카페,"서울특별시 동작구 노량진로16길 26, 1층 (노량진동)",0건,1.0
9672,미니스톱장승배기역점,편의점,서울특별시 동작구 장승배기로 71 (상도동),0건,1.0
9682,죠샌드위치&커피 보라매병원점,샌드위치,"서울특별시 동작구 보라매로5길 20 (신대방동,보라매병원(1층))",354건,1.0
9692,카페디차,"카페,디저트","서울특별시 동작구 만양로 56 (노량진동,1층)",0건,0.9
9702,배스킨라빈스 중앙대점,아이스크림,"서울특별시 동작구 흑석로 87 (흑석동,(1층))",0건,0.7
9712,세븐일레븐리버파크점,편의점,"서울특별시 동작구 만양로3길 20 (노량진동,신동아리버파크상가 1층)",1건,0.9
9722,카페필림,카페,서울특별시 동작구 흑석로 8-1 (상도1동),0건,1.0
9732,앤츠,"카페,디저트","서울특별시 동작구 여의대방로44길 10, 2층 214호 (대방동, 대림쇼핑타운)",0건,1.0
9742,지노(JiNo),"카페,디저트",서울특별시 동작구 등용로 82 (대방동),0건,1.0
9752,플로마(Floma),"카페,디저트","서울특별시 동작구 장승배기로 67 (상도동,(2층))",0건,1.0
9759,피자스쿨 보라매역점,피자,"서울특별시 동작구 여의대방로 180 (대방동,(1층))",0건,1.0
9769,수제도넛차칸분식,종합분식,서울특별시 동작구 상도로22나길 31 (상도동),0건,0.9
9779,던킨도너츠 공군회관점,도넛,"서울특별시 동작구 알마타길 6 (대방동,지하1층 107호)",0건,0.8
9789,59쌀피자 성대시장점,피자,서울특별시 동작구 국사봉1길 70 (상도동),0건,0.9
9799,이디야커피(신대방삼거리점),카페,"서울특별시 동작구 상도로 78, 1층 (대방동)",1건,1.0
9809,롯데리아 이수역점,햄버거,"서울특별시 동작구 동작대로 129, 지상1층 (사당동, 외 2필지)",0건,0.5
9819,짱구분식,종합분식,서울특별시 동작구 신대방16길 3 (신대방동),2건,1.0
9822,배스킨라빈스보라매공원점,아이스크림,서울특별시 동작구 여의대방로 86-1 (신대방동),0건,0.6
9832,씨유 상도국사봉길점,편의점,"서울특별시 동작구 국사봉길 90 (상도동,(1층))",0건,0.9
9842,갓프레소,카페,"서울특별시 동작구 상도로53길 45 (상도동, 1층)",0건,0.8333333333333334
9848,멜로드,"카페,디저트","서울특별시 동작구 만양로8길 50 (노량진동,외 1필지 지하9호)",0건,0.8
9858,쉬어가는 모퉁이 커피한잔,카페,"서울특별시 동작구 상도로55길 1 (상도동,1층 5호)",22건,1.0
9868,블루포트 중앙대학교점,"카페,디저트","서울특별시 동작구 흑석로 84, 지하1층 (흑석동, 중앙대학교 약대 R&D)",0건,1.0
9878,카페아리보,카페,"서울특별시 동작구 동작대로3길 6 (사당동,1층)",0건,1.0
9888,빨간리본 샌드위치,샌드위치,"서울특별시 동작구 사당로20나길 40, 1층 (사당동)",0건,1.0
9898,양문카페,"카페,디저트","서울특별시 동작구 시흥대로 646, 1층 4호 (신대방동)",5건,1.0
9908,파리바게뜨(보라매타운점),베이커리,"서울특별시 동작구 보라매로5가길 7 (신대방동,외 1필지 캐릭터그린빌 1층 102호,103호)",0건,0.8
9918,이레호두,호두과자,"서울특별시 동작구 양녕로 282, 1층 (상도1동)",0건,1.0
9928,로터스PC방,PC방,"서울특별시 동작구 동작대로 129 (사당동, 지하1층)",0건,1.0
9937,리틀제이콥스,샌드위치,,0건,1.0
9940,일상다반사,카페,"서울특별시 동작구 동작대로25길 60-1 (사당동, 1층)",5건,1.0
9950,맥도날드 이수점,햄버거,"서울특별시 동작구 사당로 300 (사당동, 118,119,120,121,122 호)",0건,0.7
9960,커피향기,카페,서울특별시 동작구 상도로 331 (상도동),1건,1.0
9970,타타,테이크아웃커피,"서울특별시 동작구 사당로 175 (사당동, 1층)",9건,0.875
9978,커피에반하다,카페,"서울특별시 동작구 노량진로 53 (대방동, 현대자동차 남부서비스센터 A동 1층)",11건,0.6666666666666666
9984,경성모밀,"우동,소바","서울특별시 동작구 동작대로29가길 6 (사당동, 1층)",3건,0.9
9994,이디야(대림성모점),카페,"서울특별시 동작구 시흥대로 658 (신대방동, 제1호동 1층)",0건,0.9
10004,커피니 총신대입구역점,카페,,0건,1.0
10009,씨유신대방덕우점,편의점,"서울특별시 동작구 여의대방로24길 66 (신대방동, 1층)",0건,0.9
10019,맨인블랙(man in black),"카페,디저트","서울특별시 동작구 만양로14길 45 (노량진동, 1층)",0건,0.9
10029,울엄마떡볶이,한식,"서울특별시 동작구 국사봉1길 4 (상도동, 1층)",9건,0.9
10039,석봉토스트,토스트,"서울특별시 동작구 사당로16길 18 (사당동, 1층)",0건,0.9
10049,이디야커피 보라매공원점,카페,"서울특별시 동작구 여의대방로 90 (신대방동, 1층)",0건,1.0
10059,세븐일레븐 노량진역점,편의점,"서울특별시 동작구 노량진로 146 (노량진동, 이데아빌딩 1층 101호)",0건,1.0
10069,커피나무 중앙대정문점,카페,"서울특별시 동작구 흑석로 85-5 (흑석동, 1,2층)",0건,0.8
10079,씨유 노량진미도점,편의점,"서울특별시 동작구 노량진로 184 (노량진동, 102호)",0건,0.9
10089,사임당갤러리&카페,갤러리카페,"서울특별시 동작구 동작대로39가길 89 (동작동, 1층)",25건,1.0
10095,커피가 맛있는 집,카페,"서울특별시 동작구 사당로16길 36, 1층 (사당동)",328건,1.0
10105,소소정 찻집,"카페,디저트","서울특별시 동작구 남부순환로 2027 (사당동, 1층 102호)",0건,1.0
10115,코코호도상도역점,호두과자,"서울특별시 동작구 상도로 267 (상도1동, 1층)",0건,1.0
10125,명가수제만두,만두,"서울특별시 동작구 성대로 46, 1층 (상도동)",2건,0.9
10135,씨유 사당보라점,편의점,서울특별시 동작구 동작대로29가길 20 (사당동),0건,1.0
10145,씨유 상도성대로점,편의점,"서울특별시 동작구 성대로10길 5, 1층 101호 (상도동, 아네트빌)",0건,1.0
10155,귀일만두,만두,"서울특별시 동작구 노량진로 166 (노량진동, 1층)",0건,0.9
10165,카페 아드리아,카페,서울특별시 동작구 서달로 142 (흑석동),0건,1.0
10175,아이러브피자 노량진점,피자,서울특별시 동작구 노량진로16길 34 (노량진동),0건,1.0
10185,아데네,"카페,디저트",서울특별시 동작구 여의대방로22가길 11 (신대방동),0건,0.9
10195,이디야 남성역점,카페,"서울특별시 동작구 사당로17가길 13, 1층 (사당동)",1건,0.9
10205,이디야커피 해군회관점,카페,"서울특별시 동작구 여의대방로 194, 1층 (대방동)",0건,1.0
10215,엄마손백반,"백반,가정식","서울특별시 동작구 상도로60길 10, 1층 (상도동)",2건,1.0
10225,요거프레소 사당점,카페,"서울특별시 동작구 사당로16길 47, 1층 (사당동)",0건,0.9
10235,초코다방,"카페,디저트","서울특별시 동작구 사당로16가길 71, 1층 (사당동)",11건,1.0
10245,미니타이야끼(mini TAIYAKI),"카페,디저트","서울특별시 동작구 만양로14길 60, 1층 (노량진동)",0건,1.0
10255,커피더캠프,카페,"서울특별시 동작구 현충로 지하 90, 지하1층 (흑석동, 흑석역)",0건,1.0
10265,쿠즈코 커피,카페,"서울특별시 동작구 보라매로 59, 1층 (신대방동)",0건,1.0
10275,카페게이트(신대방점),카페,"서울특별시 동작구 신대방1가길 38, 106동 127호 (신대방동, 동작상떼빌)",0건,1.0
10285,원조노량본가닭꼬치,"일식튀김,꼬치","서울특별시 동작구 노량진로16길 26, 1층 (노량진동)",0건,0.7
10295,긱스타 PC방 1호점,PC방,"서울특별시 동작구 사당로 28, 지층 (상도동)",0건,1.0
10304,이디야 신상도초교점,카페,"서울특별시 동작구 양녕로 183, 1층 (상도동)",0건,0.9
10314,공차 노량진학원가점,차,"서울특별시 동작구 노량진로16길 16, 1층 (노량진동, 청암빌딩내)",0건,0.9
10324,봉구스밥버거 중앙대후문점,분식,서울특별시 동작구 흑석로 8 (상도1동),0건,1.0
10334,모녀옛날떡복이,떡볶이,서울특별시 동작구 사당로14길 13 (사당동),0건,0.9
10344,씨유사당태양점,편의점,"서울특별시 동작구 동작대로35길 25, 1층 (사당동)",0건,1.0
10354,커피나무,카페,"서울특별시 동작구 만양로14길 44, 1층 (노량진동)",8건,0.9
10364,커피나무 숭실대점,카페,"서울특별시 동작구 상도로61길 65, 1층 (상도동)",0건,0.8
10374,먹고짱또먹고,종합분식,서울특별시 동작구 상도로22가길 2 (상도동),0건,1.0
10384,동장군 친구들,빙수,"서울특별시 동작구 동작대로7길 56, 1층 (사당동)",0건,0.9
10394,씨유 동작신동아점,편의점,"서울특별시 동작구 장승배기로16길 27, 1층 (노량진동)",0건,1.0
10404,알리바바 중앙대병원점,카페,"서울특별시 동작구 흑석로 93, 1,2층 (흑석동)",0건,0.9
10414,국수나무 이수역점,국수,"서울특별시 동작구 사당로 300, 지상1층 (사당동)",0건,0.9
10424,세븐일레븐 숭실대정문점,편의점,서울특별시 동작구 상도로 372-4 (상도동),0건,1.0
